	AfumigatusA1163.aa	AfumigatusAf293.aa	CneoformansH99.aa	Foxysporum4287.aa	Moryzae70-15.aa	NcrassaOR74A.aa	Spombe972h.aa	Umaydis521.aa	YlipolyticaCLIB122.aa
OG0028371								UMAG_04557-t26_1-p1	
OG0028372								UMAG_04559-t26_1-p1	
OG0028373								UMAG_04560-t26_1-p1	
OG0028374								UMAG_04566-t26_1-p1	
OG0028375								UMAG_04570-t26_1-p1	
OG0028376								UMAG_04580-t26_1-p1	
OG0028377								UMAG_04592-t26_1-p1	
OG0028378								UMAG_04601-t26_1-p1	
OG0028379								UMAG_04614-t26_1-p1	
OG0028380								UMAG_04621-t26_1-p1	
OG0028381								UMAG_04676-t26_1-p1	
OG0028382								UMAG_04686-t26_1-p1	
OG0028383								UMAG_04688-t26_1-p1	
OG0028384								UMAG_04689-t26_1-p1	
OG0028385								UMAG_10986-t26_1-p1	
OG0028386								UMAG_11538-t26_1-p1	
OG0028387								UMAG_11544-t26_1-p1	
OG0028388								UMAG_11546-t26_1-p1	
OG0028389								UMAG_11548-t26_1-p1	
OG0028390								UMAG_11754-t26_1-p1	
OG0028391								UMAG_11755-t26_1-p1	
OG0028392								UMAG_11756-t26_1-p1	
OG0028393								UMAG_11766-t26_1-p1	
OG0028394								UMAG_11980-t26_1-p1	
OG0028395								UMAG_11981-t26_1-p1	
OG0028396								UMAG_11988-t26_1-p1	
OG0028397								UMAG_11990-t26_1-p1	
OG0028398								UMAG_12275-t26_1-p1	
OG0028399								UMAG_12276-t26_1-p1	
OG0028400								UMAG_12279-t26_1-p1	
OG0028401								UMAG_04313-t26_1-p1	
OG0028402								UMAG_04315-t26_1-p1	
OG0028403								UMAG_04316-t26_1-p1	
OG0028404								UMAG_04319-t26_1-p1	
OG0028405								UMAG_04322-t26_1-p1	
OG0028406								UMAG_04329-t26_1-p1	
OG0028407								UMAG_04333-t26_1-p1	
OG0028408								UMAG_04342-t26_1-p1	
OG0028409								UMAG_04343-t26_1-p1	
OG0028410								UMAG_04344-t26_1-p1	
OG0028411								UMAG_04362-t26_1-p1	
OG0028412								UMAG_04385-t26_1-p1	
OG0028413								UMAG_04393-t26_1-p1	
OG0028414								UMAG_04404-t26_1-p1	
OG0028415								UMAG_04414-t26_1-p1	
OG0028416								UMAG_04422-t26_1-p1	
OG0028417								UMAG_04424-t26_1-p1	
OG0028418								UMAG_04427-t26_1-p1	
OG0028419								UMAG_04462-t26_1-p1	
OG0028420								UMAG_04464-t26_1-p1	
OG0028421								UMAG_04471-t26_1-p1	
OG0028422								UMAG_10513-t26_1-p1	
OG0028423								UMAG_10519-t26_1-p1	
OG0028424								UMAG_10525-t26_1-p1	
OG0028425								UMAG_10530-t26_1-p1	
OG0028426								UMAG_10531-t26_1-p1	
OG0028427								UMAG_10843-t26_1-p1	
OG0028428								UMAG_10846-t26_1-p1	
OG0028429								UMAG_11146-t26_1-p1	
OG0028430								UMAG_11147-t26_1-p1	
OG0028431								UMAG_11752-t26_1-p1	
OG0028432								UMAG_11976-t26_1-p1	
OG0028433								UMAG_11979-t26_1-p1	
OG0028434								UMAG_12061-t26_1-p1	
OG0028435								UMAG_12260-t26_1-p1	
OG0028436								UMAG_12263-t26_1-p1	
OG0028437								UMAG_12264-t26_1-p1	
OG0028438								UMAG_04891-t26_1-p1	
OG0028439								UMAG_04892-t26_1-p1	
OG0028440								UMAG_04911-t26_1-p1	
OG0028441								UMAG_04912-t26_1-p1	
OG0028442								UMAG_04920-t26_1-p1	
OG0028443								UMAG_04929-t26_1-p1	
OG0028444								UMAG_04942-t26_1-p1	
OG0028445								UMAG_04945-t26_1-p1	
OG0028446								UMAG_04954-t26_1-p1	
OG0028447								UMAG_04958-t26_1-p1	
OG0028448								UMAG_04968-t26_1-p1	
OG0028449								UMAG_04974-t26_1-p1	
OG0028450								UMAG_04977-t26_1-p1	
OG0028451								UMAG_04980-t26_1-p1	
OG0028452								UMAG_04987-t26_1-p1	
OG0028453								UMAG_04990-t26_1-p1	
OG0028454								UMAG_05004-t26_1-p1	
OG0028455								UMAG_05009-t26_1-p1	
OG0028456								UMAG_05014-t26_1-p1	
OG0028457								UMAG_05015-t26_1-p1	
OG0028458								UMAG_05026-t26_1-p1	
OG0028459								UMAG_05027-t26_1-p1	
OG0028460								UMAG_05037-t26_1-p1	
OG0028461								UMAG_05039-t26_1-p1	
OG0028462								UMAG_05046-t26_1-p1	
OG0028463								UMAG_05055-t26_1-p1	
OG0028464								UMAG_05066-t26_1-p1	
OG0028465								UMAG_10707-t26_1-p1	
OG0028466								UMAG_11156-t26_1-p1	
OG0028467								UMAG_11159-t26_1-p1	
OG0028468								UMAG_11160-t26_1-p1	
OG0028469								UMAG_11552-t26_1-p1	
OG0028470								UMAG_11555-t26_1-p1	
OG0028471								UMAG_11558-t26_1-p1	
OG0028472								UMAG_11564-t26_1-p1	
OG0028473								UMAG_12010-t26_1-p1	
OG0028474								UMAG_12011-t26_1-p1	
OG0028475								UMAG_12292-t26_1-p1	
OG0028476								UMAG_12295-t26_1-p1	
OG0028477								UMAG_15100-t26_1-p1	
OG0028478								UMAG_05621-t26_1-p1	
OG0028479								UMAG_05624-t26_1-p1	
OG0028480								UMAG_05633-t26_1-p1	
OG0028481								UMAG_05635-t26_1-p1	
OG0028482								UMAG_05648-t26_1-p1	
OG0028483								UMAG_05680-t26_1-p1	
OG0028484								UMAG_05690-t26_1-p1	
OG0028485								UMAG_05691-t26_1-p1	
OG0028486								UMAG_05705-t26_1-p1	
OG0028487								UMAG_05706-t26_1-p1	
OG0028488								UMAG_05707-t26_1-p1	
OG0028489								UMAG_05708-t26_1-p1	
OG0028490								UMAG_05719-t26_1-p1	
OG0028491								UMAG_05724-t26_1-p1	
OG0028492								UMAG_05728-t26_1-p1	
OG0028493								UMAG_05731-t26_1-p1	
OG0028494								UMAG_05741-t26_1-p1	
OG0028495								UMAG_05750-t26_1-p1	
OG0028496								UMAG_05760-t26_1-p1	
OG0028497								UMAG_05772-t26_1-p1	
OG0028498								UMAG_05780-t26_1-p1	
OG0028499								UMAG_05781-t26_1-p1	
OG0028500								UMAG_05783-t26_1-p1	
OG0028501								UMAG_05785-t26_1-p1	
OG0028502								UMAG_05787-t26_1-p1	
OG0028503								UMAG_10721-t26_1-p1	
OG0028504								UMAG_10725-t26_1-p1	
OG0028505								UMAG_10728-t26_1-p1	
OG0028506								UMAG_10733-t26_1-p1	
OG0028507								UMAG_10739-t26_1-p1	
OG0028508								UMAG_10940-t26_1-p1	
OG0028509								UMAG_11586-t26_1-p1	
OG0028510								UMAG_11587-t26_1-p1	
OG0028511								UMAG_12015-t26_1-p1	
OG0028512								UMAG_12018-t26_1-p1	
OG0028513								UMAG_12311-t26_1-p1	
OG0028514								UMAG_12313-t26_1-p1	
OG0028515								UMAG_12314-t26_1-p1	
OG0028516								UMAG_12315-t26_1-p1	
OG0028517								UMAG_04693-t26_1-p1	
OG0028518								UMAG_04696-t26_1-p1	
OG0028519								UMAG_04698-t26_1-p1	
OG0028520								UMAG_04728-t26_1-p1	
OG0028521								UMAG_04734-t26_1-p1	
OG0028522								UMAG_04737-t26_1-p1	
OG0028523								UMAG_04740-t26_1-p1	
OG0028524								UMAG_04748-t26_1-p1	
OG0028525								UMAG_04764-t26_1-p1	
OG0028526								UMAG_04772-t26_1-p1	
OG0028527								UMAG_04777-t26_1-p1	
OG0028528								UMAG_04790-t26_1-p1	
OG0028529								UMAG_04798-t26_1-p1	
OG0028530								UMAG_04804-t26_1-p1	
OG0028531								UMAG_04805-t26_1-p1	
OG0028532								UMAG_04807-t26_1-p1	
OG0028533								UMAG_04808-t26_1-p1	
OG0028534								UMAG_04815-t26_1-p1	
OG0028535								UMAG_04832-t26_1-p1	
OG0028536								UMAG_04836-t26_1-p1	
OG0028537								UMAG_04876-t26_1-p1	
OG0028538								UMAG_04877-t26_1-p1	
OG0028539								UMAG_04887-t26_1-p1	
OG0028540								UMAG_04888-t26_1-p1	
OG0028541								UMAG_10583-t26_1-p1	
OG0028542								UMAG_10672-t26_1-p1	
OG0028543								UMAG_10686-t26_1-p1	
OG0028544								UMAG_10690-t26_1-p1	
OG0028545								UMAG_10692-t26_1-p1	
OG0028546								UMAG_10693-t26_1-p1	
OG0028547								UMAG_10697-t26_1-p1	
OG0028548								UMAG_10850-t26_1-p1	
OG0028549								UMAG_10853-t26_1-p1	
OG0028550								UMAG_10859-t26_1-p1	
OG0028551								UMAG_12002-t26_1-p1	
OG0028552								UMAG_12281-t26_1-p1	
OG0028553								UMAG_12287-t26_1-p1	
OG0028554								UMAG_05436-t26_1-p1	
OG0028555								UMAG_05439-t26_1-p1	
OG0028556								UMAG_05444-t26_1-p1	
OG0028557								UMAG_05452-t26_1-p1	
OG0028558								UMAG_05475-t26_1-p1	
OG0028559								UMAG_05489-t26_1-p1	
OG0028560								UMAG_05490-t26_1-p1	
OG0028561								UMAG_05493-t26_1-p1	
OG0028562								UMAG_05517-t26_1-p1	
OG0028563								UMAG_05518-t26_1-p1	
OG0028564								UMAG_05521-t26_1-p1	
OG0028565								UMAG_05538-t26_1-p1	
OG0028566								UMAG_05539-t26_1-p1	
OG0028567								UMAG_05560-t26_1-p1	
OG0028568								UMAG_05564-t26_1-p1	
OG0028569								UMAG_05570-t26_1-p1	
OG0028570								UMAG_05573-t26_1-p1	
OG0028571								UMAG_05583-t26_1-p1	
OG0028572								UMAG_05589-t26_1-p1	
OG0028573								UMAG_05591-t26_1-p1	
OG0028574								UMAG_05592-t26_1-p1	
OG0028575								UMAG_05593-t26_1-p1	
OG0028576								UMAG_05604-t26_1-p1	
OG0028577								UMAG_05619-t26_1-p1	
OG0028578								UMAG_10349-t26_1-p1	
OG0028579								UMAG_10358-t26_1-p1	
OG0028580								UMAG_10759-t26_1-p1	
OG0028581								UMAG_11176-t26_1-p1	
OG0028582								UMAG_11180-t26_1-p1	
OG0028583								UMAG_11182-t26_1-p1	
OG0028584								UMAG_11579-t26_1-p1	
OG0028585								UMAG_12303-t26_1-p1	
OG0028586								UMAG_12310-t26_1-p1	
OG0028587								UMAG_05247-t26_1-p1	
OG0028588								UMAG_05256-t26_1-p1	
OG0028589								UMAG_05258-t26_1-p1	
OG0028590								UMAG_05263-t26_1-p1	
OG0028591								UMAG_05265-t26_1-p1	
OG0028592								UMAG_05267-t26_1-p1	
OG0028593								UMAG_05280-t26_1-p1	
OG0028594								UMAG_05290-t26_1-p1	
OG0028595								UMAG_05294-t26_1-p1	
OG0028596								UMAG_05295-t26_1-p1	
OG0028597								UMAG_05299-t26_1-p1	
OG0028598								UMAG_05300-t26_1-p1	
OG0028599								UMAG_05301-t26_1-p1	
OG0028600								UMAG_05302-t26_1-p1	
OG0028601								UMAG_05303-t26_1-p1	
OG0028602								UMAG_05305-t26_1-p1	
OG0028603								UMAG_05306-t26_1-p1	
OG0028604								UMAG_05308-t26_1-p1	
OG0028605								UMAG_05309-t26_1-p1	
OG0028606								UMAG_05310-t26_1-p1	
OG0028607								UMAG_05311-t26_1-p1	
OG0028608								UMAG_05312-t26_1-p1	
OG0028609								UMAG_05313-t26_1-p1	
OG0028610								UMAG_05314-t26_1-p1	
OG0028611								UMAG_05317-t26_1-p1	
OG0028612								UMAG_05318-t26_1-p1	
OG0028613								UMAG_05319-t26_1-p1	
OG0028614								UMAG_05322-t26_1-p1	
OG0028615								UMAG_05332-t26_1-p1	
OG0028616								UMAG_05341-t26_1-p1	
OG0028617								UMAG_05342-t26_1-p1	
OG0028618								UMAG_05350-t26_1-p1	
OG0028619								UMAG_05353-t26_1-p1	
OG0028620								UMAG_05356-t26_1-p1	
OG0028621								UMAG_05358-t26_1-p1	
OG0028622								UMAG_05370-t26_1-p1	
OG0028623								UMAG_05384-t26_1-p1	
OG0028624								UMAG_05385-t26_1-p1	
OG0028625								UMAG_05386-t26_1-p1	
OG0028626								UMAG_05389-t26_1-p1	
OG0028627								UMAG_05394-t26_1-p1	
OG0028628								UMAG_05397-t26_1-p1	
OG0028629								UMAG_05398-t26_1-p1	
OG0028630								UMAG_05399-t26_1-p1	
OG0028631								UMAG_05402-t26_1-p1	
OG0028632								UMAG_05407-t26_1-p1	
OG0028633								UMAG_05407-t26_2-p1	
OG0028634								UMAG_05426-t26_1-p1	
OG0028635								UMAG_05435-t26_1-p1	
OG0028636								UMAG_06479-t26_1-p1	
OG0028637								UMAG_10201-t26_1-p1	
OG0028638								UMAG_10202-t26_1-p1	
OG0028639								UMAG_10203-t26_1-p1	
OG0028640								UMAG_10208-t26_1-p1	
OG0028641								UMAG_10212-t26_1-p1	
OG0028642								UMAG_10214-t26_1-p1	
OG0028643								UMAG_10218-t26_1-p1	
OG0028644								UMAG_10553-t26_1-p1	
OG0028645								UMAG_10554-t26_1-p1	
OG0028646								UMAG_10555-t26_1-p1	
OG0028647								UMAG_10556-t26_1-p1	
OG0028648								UMAG_10557-t26_1-p1	
OG0028649								UMAG_12092-t26_1-p1	
OG0028650								UMAG_12300-t26_1-p1	
OG0028651								UMAG_12301-t26_1-p1	
OG0028652								UMAG_12302-t26_1-p1	
OG0028653								UMAG_15101-t26_1-p1	
OG0028654								UMAG_05798-t26_1-p1	
OG0028655								UMAG_05799-t26_1-p1	
OG0028656								UMAG_05804-t26_1-p1	
OG0028657								UMAG_05819-t26_1-p1	
OG0028658								UMAG_05821-t26_1-p1	
OG0028659								UMAG_05824-t26_1-p1	
OG0028660								UMAG_05849-t26_1-p1	
OG0028661								UMAG_05852-t26_1-p1	
OG0028662								UMAG_05856-t26_1-p1	
OG0028663								UMAG_05872-t26_1-p1	
OG0028664								UMAG_05876-t26_1-p1	
OG0028665								UMAG_05878-t26_1-p1	
OG0028666								UMAG_05896-t26_1-p1	
OG0028667								UMAG_05911-t26_1-p1	
OG0028668								UMAG_05926-t26_1-p1	
OG0028669								UMAG_05927-t26_1-p1	
OG0028670								UMAG_05928-t26_1-p1	
OG0028671								UMAG_05929-t26_1-p1	
OG0028672								UMAG_05930-t26_1-p1	
OG0028673								UMAG_05931-t26_1-p1	
OG0028674								UMAG_05932-t26_1-p1	
OG0028675								UMAG_05934-t26_1-p1	
OG0028676								UMAG_05937-t26_1-p1	
OG0028677								UMAG_05944-t26_1-p1	
OG0028678								UMAG_05948-t26_1-p1	
OG0028679								UMAG_05952-t26_1-p1	
OG0028680								UMAG_05953-t26_1-p1	
OG0028681								UMAG_05974-t26_1-p1	
OG0028682								UMAG_05976-t26_1-p1	
OG0028683								UMAG_11018-t26_1-p1	
OG0028684								UMAG_11024-t26_1-p1	
OG0028685								UMAG_11030-t26_1-p1	
OG0028686								UMAG_11031-t26_1-p1	
OG0028687								UMAG_11032-t26_1-p1	
OG0028688								UMAG_11033-t26_1-p1	
OG0028689								UMAG_11034-t26_1-p1	
OG0028690								UMAG_11187-t26_1-p1	
OG0028691								UMAG_11188-t26_1-p1	
OG0028692								UMAG_11190-t26_1-p1	
OG0028693								UMAG_11193-t26_1-p1	
OG0028694								UMAG_12030-t26_1-p1	
OG0028695								UMAG_12031-t26_1-p1	
OG0028696								UMAG_12316-t26_1-p1	
OG0028697								UMAG_12317-t26_1-p1	
OG0028698								UMAG_12318-t26_1-p1	
OG0028699								UMAG_12319-t26_1-p1	
OG0028700								UMAG_12320-t26_1-p1	
OG0028701								UMAG_05982-t26_1-p1	
OG0028702								UMAG_05983-t26_1-p1	
OG0028703								UMAG_05985-t26_1-p1	
OG0028704								UMAG_05987-t26_1-p1	
OG0028705								UMAG_05997-t26_1-p1	
OG0028706								UMAG_05999-t26_1-p1	
OG0028707								UMAG_06000-t26_1-p1	
OG0028708								UMAG_06002-t26_1-p1	
OG0028709								UMAG_06043-t26_1-p1	
OG0028710								UMAG_06056-t26_1-p1	
OG0028711								UMAG_06058-t26_1-p1	
OG0028712								UMAG_06060-t26_1-p1	
OG0028713								UMAG_06064-t26_1-p1	
OG0028714								UMAG_06068-t26_1-p1	
OG0028715								UMAG_06077-t26_1-p1	
OG0028716								UMAG_06084-t26_1-p1	
OG0028717								UMAG_06097-t26_1-p1	
OG0028718								UMAG_06112-t26_1-p1	
OG0028719								UMAG_06113-t26_1-p1	
OG0028720								UMAG_06116-t26_1-p1	
OG0028721								UMAG_06119-t26_1-p1	
OG0028722								UMAG_06121-t26_1-p1	
OG0028723								UMAG_06124-t26_1-p1	
OG0028724								UMAG_06125-t26_1-p1	
OG0028725								UMAG_06126-t26_1-p1	
OG0028726								UMAG_06127-t26_1-p1	
OG0028727								UMAG_06128-t26_1-p1	
OG0028728								UMAG_06143-t26_1-p1	
OG0028729								UMAG_11203-t26_1-p1	
OG0028730								UMAG_11206-t26_1-p1	
OG0028731								UMAG_11208-t26_1-p1	
OG0028732								UMAG_11593-t26_1-p1	
OG0028733								UMAG_11595-t26_1-p1	
OG0028734								UMAG_11597-t26_1-p1	
OG0028735								UMAG_11599-t26_1-p1	
OG0028736								UMAG_11603-t26_1-p1	
OG0028737								UMAG_11809-t26_1-p1	
OG0028738								UMAG_12323-t26_1-p1	
OG0028739								UMAG_12324-t26_1-p1	
OG0028740								UMAG_15027-t26_1-p1	
OG0028741								UMAG_06146-t26_1-p1	
OG0028742								UMAG_06152-t26_1-p1	
OG0028743								UMAG_06165-t26_1-p1	
OG0028744								UMAG_06178-t26_1-p1	
OG0028745								UMAG_06179-t26_1-p1	
OG0028746								UMAG_06180-t26_1-p1	
OG0028747								UMAG_06181-t26_1-p1	
OG0028748								UMAG_06189-t26_1-p1	
OG0028749								UMAG_06191-t26_1-p1	
OG0028750								UMAG_06197-t26_1-p1	
OG0028751								UMAG_06221-t26_1-p1	
OG0028752								UMAG_06222-t26_1-p1	
OG0028753								UMAG_06223-t26_1-p1	
OG0028754								UMAG_06231-t26_1-p1	
OG0028755								UMAG_06239-t26_1-p1	
OG0028756								UMAG_06241-t26_1-p1	
OG0028757								UMAG_06248-t26_1-p1	
OG0028758								UMAG_06255-t26_1-p1	
OG0028759								UMAG_10972-t26_1-p1	
OG0028760								UMAG_10981-t26_1-p1	
OG0028761								UMAG_11221-t26_1-p1	
OG0028762								UMAG_11223-t26_1-p1	
OG0028763								UMAG_11250-t26_1-p1	
OG0028764								UMAG_12325-t26_1-p1	
OG0028765								UMAG_12326-t26_1-p1	
OG0028766								UMAG_12328-t26_1-p1	
OG0028767								UMAG_12330-t26_1-p1	
OG0028768								UMAG_12331-t26_1-p1	
OG0028769								UMAG_06356-t26_1-p1	
OG0028770								UMAG_06357-t26_1-p1	
OG0028771								UMAG_06358-t26_1-p1	
OG0028772								UMAG_06359-t26_1-p1	
OG0028773								UMAG_06366-t26_1-p1	
OG0028774								UMAG_06367-t26_1-p1	
OG0028775								UMAG_06370-t26_1-p1	
OG0028776								UMAG_06378-t26_1-p1	
OG0028777								UMAG_06381-t26_1-p1	
OG0028778								UMAG_06383-t26_1-p1	
OG0028779								UMAG_06384-t26_1-p1	
OG0028780								UMAG_06390-t26_1-p1	
OG0028781								UMAG_06391-t26_1-p1	
OG0028782								UMAG_06396-t26_1-p1	
OG0028783								UMAG_06413-t26_1-p1	
OG0028784								UMAG_06421-t26_1-p1	
OG0028785								UMAG_06440-t26_1-p1	
OG0028786								UMAG_06454-t26_1-p1	
OG0028787								UMAG_06462-t26_1-p1	
OG0028788								UMAG_06464-t26_1-p1	
OG0028789								UMAG_06465-t26_1-p1	
OG0028790								UMAG_06466-t26_1-p1	
OG0028791								UMAG_10996-t26_1-p1	
OG0028792								UMAG_10997-t26_1-p1	
OG0028793								UMAG_10998-t26_1-p1	
OG0028794								UMAG_11002-t26_1-p1	
OG0028795								UMAG_11237-t26_1-p1	
OG0028796								UMAG_11239-t26_1-p1	
OG0028797								UMAG_11813-t26_1-p1	
OG0028798								UMAG_12043-t26_1-p1	
OG0028799								UMAG_12338-t26_1-p1	
OG0028800								UMAG_12339-t26_1-p1	
OG0028801								UMAG_06513-t26_1-p1	
OG0028802								UMAG_06514-t26_1-p1	
OG0028803									YALI0_A00176g-t26_1-p1
OG0028804									YALI0_A00198g-t26_1-p1
OG0028805									YALI0_A00212g-t26_1-p1
OG0028806									YALI0_A00297g-t26_1-p1
OG0028807									YALI0_A00369g-t26_1-p1
OG0028808									YALI0_A00374g-t26_1-p1
OG0028809									YALI0_A00550g-t26_1-p1
OG0028810									YALI0_A00572g-t26_1-p1
OG0028811									YALI0_A00660g-t26_1-p1
OG0028812									YALI0_A00682g-t26_1-p1
OG0028813									YALI0_A00825g-t26_1-p1
OG0028814									YALI0_A00869g-t26_1-p1
OG0028815									YALI0_A00913g-t26_1-p1
OG0028816									YALI0_A00935g-t26_1-p1
OG0028817									YALI0_A01089g-t26_1-p1
OG0028818									YALI0_A01265g-t26_1-p1
OG0028819									YALI0_A01331g-t26_1-p1
OG0028820									YALI0_A01463g-t26_1-p1
OG0028821									YALI0_A01507g-t26_1-p1
OG0028822									YALI0_A01540g-t26_1-p1
OG0028823									YALI0_A01584g-t26_1-p1
OG0028824									YALI0_A01650g-t26_1-p1
OG0028825									YALI0_A01716g-t26_1-p1
OG0028826									YALI0_A01826g-t26_1-p1
OG0028827									YALI0_A01848g-t26_1-p1
OG0028828									YALI0_A02024g-t26_1-p1
OG0028829									YALI0_A02156g-t26_1-p1
OG0028830									YALI0_A02244g-t26_1-p1
OG0028831									YALI0_A02332g-t26_1-p1
OG0028832									YALI0_A02365g-t26_1-p1
OG0028833									YALI0_A02409g-t26_1-p1
OG0028834									YALI0_A02416g-t26_1-p1
OG0028835									YALI0_A02423g-t26_1-p1
OG0028836									YALI0_A02475g-t26_1-p1
OG0028837									YALI0_A02497g-t26_1-p1
OG0028838									YALI0_A02629g-t26_1-p1
OG0028839									YALI0_A02783g-t26_1-p1
OG0028840									YALI0_A03069g-t26_1-p1
OG0028841									YALI0_A03091g-t26_1-p1
OG0028842									YALI0_A03179g-t26_1-p1
OG0028843									YALI0_A03201g-t26_1-p1
OG0028844									YALI0_A03421g-t26_1-p1
OG0028845									YALI0_A03641g-t26_1-p1
OG0028846									YALI0_A03663g-t26_1-p1
OG0028847									YALI0_A03685g-t26_1-p1
OG0028848									YALI0_A03751g-t26_1-p1
OG0028849									YALI0_A03817g-t26_1-p1
OG0028850									YALI0_A03971g-t26_1-p1
OG0028851									YALI0_A03993g-t26_1-p1
OG0028852									YALI0_A04059g-t26_1-p1
OG0028853									YALI0_A04125g-t26_1-p1
OG0028854									YALI0_A04279g-t26_1-p1
OG0028855									YALI0_A04301g-t26_1-p1
OG0028856									YALI0_A04455g-t26_1-p1
OG0028857									YALI0_A04499g-t26_1-p1
OG0028858									YALI0_A04521g-t26_1-p1
OG0028859									YALI0_A04587g-t26_1-p1
OG0028860									YALI0_A04631g-t26_1-p1
OG0028861									YALI0_A04719g-t26_1-p1
OG0028862									YALI0_A04785g-t26_1-p1
OG0028863									YALI0_A04807g-t26_1-p1
OG0028864									YALI0_A04873g-t26_1-p1
OG0028865									YALI0_A05005g-t26_1-p1
OG0028866									YALI0_A05027g-t26_1-p1
OG0028867									YALI0_A05225g-t26_1-p1
OG0028868									YALI0_A05291g-t26_1-p1
OG0028869									YALI0_A05533g-t26_1-p1
OG0028870									YALI0_A05665g-t26_1-p1
OG0028871									YALI0_A05775g-t26_1-p1
OG0028872									YALI0_A05797g-t26_1-p1
OG0028873									YALI0_A05885g-t26_1-p1
OG0028874									YALI0_A05929g-t26_1-p1
OG0028875									YALI0_A05973g-t26_1-p1
OG0028876									YALI0_A06017g-t26_1-p1
OG0028877									YALI0_A06039g-t26_1-p1
OG0028878									YALI0_A06061g-t26_1-p1
OG0028879									YALI0_A06171g-t26_1-p1
OG0028880									YALI0_A06215g-t26_1-p1
OG0028881									YALI0_A06347g-t26_1-p1
OG0028882									YALI0_A06457g-t26_1-p1
OG0028883									YALI0_A06523g-t26_1-p1
OG0028884									YALI0_A06633g-t26_1-p1
OG0028885									YALI0_A06677g-t26_1-p1
OG0028886									YALI0_A06721g-t26_1-p1
OG0028887									YALI0_A06831g-t26_1-p1
OG0028888									YALI0_A06930g-t26_1-p1
OG0028889									YALI0_A06952g-t26_1-p1
OG0028890									YALI0_A07128g-t26_1-p1
OG0028891									YALI0_A07249g-t26_1-p1
OG0028892									YALI0_A07557g-t26_1-p1
OG0028893									YALI0_A07601g-t26_1-p1
OG0028894									YALI0_A07645g-t26_1-p1
OG0028895									YALI0_A07711g-t26_1-p1
OG0028896									YALI0_A07755g-t26_1-p1
OG0028897									YALI0_A07777g-t26_1-p1
OG0028898									YALI0_A07843g-t26_1-p1
OG0028899									YALI0_A07865g-t26_1-p1
OG0028900									YALI0_A07887g-t26_1-p1
OG0028901									YALI0_A08195g-t26_1-p1
OG0028902									YALI0_A08239g-t26_1-p1
OG0028903									YALI0_A08327g-t26_1-p1
OG0028904									YALI0_A08338g-t26_1-p1
OG0028905									YALI0_A08382g-t26_1-p1
OG0028906									YALI0_A08404g-t26_1-p1
OG0028907									YALI0_A08558g-t26_1-p1
OG0028908									YALI0_A08624g-t26_1-p1
OG0028909									YALI0_A08888g-t26_1-p1
OG0028910									YALI0_A09086g-t26_1-p1
OG0028911									YALI0_A09108g-t26_1-p1
OG0028912									YALI0_A09196g-t26_1-p1
OG0028913									YALI0_A09284g-t26_1-p1
